Name,Website,Phone number,City,Location,Search cities,Website active,Website check,Final URL,Source,Detail URL
Affordable Roofing,,604-332-1345,Langley,"Langley, BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Affordable-Roofing/104613951.html
Affordable Roofing Langley,,604-330-9610,Langley,"Langley, BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Affordable-Roofing-Langley/104610037.html
Aqua-Mobile Gutter Cleaning & Repair,http://aqua-mobile.ca/,604-812-5818,Langley,"20972 48 Ave, Langley, BC, V3A 3M1, Canada",Delta; Langley; Surrey; White Rock,Yes,"roofing content, name match, city match, regional match",https://www.ampropertycare.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Aqua-Mobile-Gutter-Cleaning-Repair/7757517.html
Big Guns Roofing,https://biggunsroofing.com/,604-816-3658,Langley,"9910 203 St, Langley, BC, V1M 3E3, Canada",Delta; Langley; Surrey; White Rock,Yes,"roofing content, phone match, name match, city match, regional match",https://biggunsroofing.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Big-Guns-Roofing/7606889.html
Canadian Roof & Repair,,604-723-8922,Langley,"20880 83 Ave, Langley, BC, V2Y 2C4, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Canadian-Roof-Repair/102396008.html
Claynor Roofing Ltd,,604-533-5456,Langley,"19640 28 Ave, Langley, BC, V2Z 1Y1, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Claynor-Roofing-Ltd/2185575.html
Copper Roofing and Sheet Metal,http://copperroofingsheetmetal.ca/,778-821-0009,Langley,"19976 80 Ave, Langley, BC, V2Y 1V3, Canada",Delta; Langley; Surrey; White Rock,No,"not reachable or parked: http://copperroofingsheetmetal.ca/: HTTPConnectionPool(host='copperroofingsheetmetal.ca', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='copperroofingsheetmetal.ca', port=80): Failed to resolve 'copperroofingsheetmetal.ca' ([Errno 11001] getaddrinfo failed)"")) | https://copperroofingsheetmetal.ca/: H",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Copper-Roofing-and-Sheet-Metal/101595443.html
Coquitlam Roofing Contractors,https://coquitlamroofingcontractors.com/,778-858-7847,Langley,"170-20465 Douglas Cres, (Suite C), Langley, BC, V3A 4B6, Canada",Delta; Langley; Surrey; White Rock,No,"not reachable or parked: https://coquitlamroofingcontractors.com/: HTTPSConnectionPool(host='coquitlamroofingcontractors.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='coquitlamroofingcontractors.com', port=443): Failed to resolve 'coquitlamroofingcontractors.com' ([Errno 11001] getaddrinfo failed)"")) | https://www.c",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Coquitlam-Roofing-Contractors/102597113.html
Country Roofing,,604-882-9214,Langley,"9214 216 St, Langley, BC, V1M 0A3, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Country-Roofing/104453563.html
Cutting Edge Roofing,,604-835-7035,Langley,"26155 Telegraph Trail, Langley, BC, V4W 3M7, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Cutting-Edge-Roofing/102555759.html
DSCServices BC Roof Inspections,http://www.bcroofinspections.com/,604-539-2510,Langley,"Langley, BC, Canada",Delta; Langley; Surrey; White Rock,Yes,"roofing content, phone match, name match, regional match",https://www.bcroofinspections.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/DSCServices-BC-Roof-Inspections/6568790.html
GRC Columbia Roofing Inc,http://www.grccolumbia.ca/,604-830-4168,Langley,"4863 240 St, Langley, BC, V2Z 2M6, Canada",Delta; Langley; Surrey; White Rock,Yes,"roofing content, phone match, name match, city match, regional match",https://www.grccolumbia.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/GRC-Columbia-Roofing-Inc/6758561.html
Karlsson Roofing,http://karlssonroofing.com/,604-866-7828,Langley,"21053 102B Ave, Langley, BC, V1M 3J5, Canada",Delta; Langley; Surrey; White Rock,No,"not reachable or parked: http://karlssonroofing.com/: HTTPConnectionPool(host='karlssonroofing.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='karlssonroofing.com', port=80): Failed to resolve 'karlssonroofing.com' ([Errno 11001] getaddrinfo failed)"")) | https://karlssonroofing.com/: HTTPSConnectionPool(host='karlssonro",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Karlsson-Roofing/8107735.html
Ken Fellowes Roofing,,778-984-1256,Langley,"20546 Allard Cres, Langley, BC, V1M 3J8, Canada",Delta; Langley; Surrey; Vancouver; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Ken-Fellowes-Roofing/101194297.html
Langley Roofers,,604-337-0578,Langley,"Langley Twp, BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley-Twp/Langley-Roofers/102854923.html
MK Roofing,,236-886-9005,Langley,"Langley, BC, V1M 1A7, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/MK-Roofing/101708757.html
MTR Roofing,,604-626-0033,Langley,"Langley, BC, V3A 4R2, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/MTR-Roofing/101502615.html
Mason & Sons Roofing,,778-552-7194,Langley,"27191 88 Ave, Langley, BC, V1M 3L8, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Mason-Sons-Roofing/104458659.html
Moder Roofing Solutions,,778-232-4390,Langley,"7675 204 St, Langley, BC, V2Y 1W6, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Moder-Roofing-Solutions/102856756.html
Northwood Roofing,https://northwoodroofing.com/,604-729-9489,Langley,"20540 Duncan Way #502, Langley, BC, V3A 7A3, Canada",Abbotsford; Delta; Langley; Mission; Surrey; White Rock,Yes,"roofing content, name match, city match, regional match",https://northwoodroofing.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Northwood-Roofing/102083682.html
One touch Damp Proofing Co,,604-825-1390,Langley,"Langley, BC, Canada",Abbotsford; Mission,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/One-touch-Damp-Proofing-Co/101096449.html
Optimal Roofing Systems,http://www.optimalroofs.ca/,604-710-9621,Langley,"3278 240 St, Langley, BC, V2Z 2J3, Canada",Delta; Langley; Surrey; Vancouver; White Rock,No,"not reachable or parked: http://www.optimalroofs.ca/: HTTPConnectionPool(host='www.optimalroofs.ca', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.optimalroofs.ca', port=80): Failed to resolve 'www.optimalroofs.ca' ([Errno 11001] getaddrinfo failed)"")) | https://www.optimalroofs.ca/: HTTPSConnectionPool(host='www.optima",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Optimal-Roofing-Systems/100847880.html
Rainforest Roofing Ltd,,604-582-0409,Langley,"20445 62 Ave, Langley, BC, V3A 5E6, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Rainforest-Roofing-Ltd/102857321.html
Rainmaster Roofing Ltd,,604-518-4530,Langley,"7276 209A St, Langley, BC, V2Y 2E4, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Rainmaster-Roofing-Ltd/102021353.html
Roberts Roofing & Sheet Metal Ltd,,604-588-4244,Langley,"5700 198 St, Langley, BC, V3A 7C7, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Roberts-Roofing-Sheet-Metal-Ltd/104453827.html
Roof Tech 2000 Consultants Ltd,http://www.rooftech2000.com/,604-888-7663,Langley,"PO Box 654, Fort Langley, BC, V3A 4R2, Canada",Delta; Langley; Surrey; White Rock,No,"not reachable or parked: http://www.rooftech2000.com/: HTTPConnectionPool(host='www.rooftech2000.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.rooftech2000.com', port=80): Failed to resolve 'www.rooftech2000.com' ([Errno 11001] getaddrinfo failed)"")) | https://www.rooftech2000.com/: HTTPSConnectionPool(host='www.r",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Fort-Langley/Roof-Tech-2000-Consultants-Ltd/8024962.html
Roofing Contractors Association of BC,https://rcabc.org/,604-882-9734,Langley,"9734 201 St, Langley, BC, V1M 3E8, Canada",Delta; Langley; Surrey; White Rock,Yes,"roofing content, name match, city match, regional match",https://www.rcabc.org/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Roofing-Contractors-Association-of-BC/1358043.html
Roofing Contractors Association of British Columbia,,,Langley,"9734 201 Street, Township of Langley, British Columbia, V1M 0B2, Canada",Langley; Vancouver,No,no website listed,,OpenStreetMap,OpenStreetMap/Nominatim
Roofking Roof & Building Sealing Ltd. - Roofing Contractor Langley,https://roofking-vancouver.ca/,604-245-6693,Langley,"3785 196A St, Langley, BC, V3A 5W6, Canada",Delta; Langley; Surrey; White Rock,No,"not reachable or parked: https://roofking-vancouver.ca/: HTTPSConnectionPool(host='roofking-vancouver.ca', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='roofking-vancouver.ca', port=443): Failed to resolve 'roofking-vancouver.ca' ([Errno 11001] getaddrinfo failed)"")) | https://www.roofking-vancouver.ca/: HTTPSConnectionPo",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Roofking-Roof-Building-Sealing-Ltd-Roofing-Contractor-Langley/102712988.html
Royale Roofing,,604-889-4112,Langley,"21393 64 Ave, Langley, BC, V2Y 1M4, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Royale-Roofing/102597545.html
Sea To Sky Roofing and Cladding Ltd,,778-835-2631,Langley,"5125 242 St, Langley, BC, V2Z 2M9, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Sea-To-Sky-Roofing-and-Cladding-Ltd/101037562.html
Sharp Roofers Ltd,,604-728-9111,Langley,"19739 71B Ave, Langley, BC, V2Y 3G8, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Sharp-Roofers-Ltd/104293304.html
Storm Tech Roofing,,604-505-3206,Langley,"Langley, BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Storm-Tech-Roofing/104440435.html
Thomson Roofing Service,https://thomsonroofingservice.ca/,604-427-4145,Langley,"2382 204A St, Langley, BC, V2Z 1Z9, Canada",Delta; Langley; Surrey; White Rock,Yes,"roofing content, name match",https://www.thomsonroofingservice.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Thomson-Roofing-Service/100318034.html
Vancity Roofing Ltd,http://vancityroofingltd.ca/,778-858-9340,Langley,"Langley, BC, Canada",Delta; Langley; Surrey; Vancouver; White Rock,No,"not reachable or parked: http://vancityroofingltd.ca/: HTTPConnectionPool(host='vancityroofingltd.ca', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='vancityroofingltd.ca', port=80): Failed to resolve 'vancityroofingltd.ca' ([Errno 11001] getaddrinfo failed)"")) | https://vancityroofingltd.ca/: HTTPSConnectionPool(host='vanci",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Vancity-Roofing-Ltd/101755723.html
Willowbrook Roofing,http://www.willowbrookroofing.net/,604-765-5519,Langley,"2657 206 St, Langley, BC, V2Z 2C2, Canada",Delta; Langley; Surrey; White Rock,No,"not reachable or parked: http://www.willowbrookroofing.net/: HTTPConnectionPool(host='www.willowbrookroofing.net', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.willowbrookroofing.net', port=80): Failed to resolve 'www.willowbrookroofing.net' ([Errno 11001] getaddrinfo failed)"")) | https://www.willowbrookroofing.net/: H",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Langley/Willowbrook-Roofing/8034719.html
835 Roof,,604-462-9009,Maple Ridge,"26673 112 Ave, Maple Ridge, BC, V2W 1P7, Canada",Coquitlam; Maple Ridge; Pitt Meadows; Port Coquitlam,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Maple-Ridge/835-Roof/104454015.html
Aaron Philips Roofing Inc,http://www.convoyroofingbc.com/,778-239-7066,Maple Ridge,"12107 230th Street, Maple Ridge, BC, V2X 6R4, Canada",Maple Ridge,No,"not reachable or parked: http://www.convoyroofingbc.com/: HTTPConnectionPool(host='www.convoyroofingbc.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.convoyroofingbc.com', port=80): Failed to resolve 'www.convoyroofingbc.com' ([Errno 11001] getaddrinfo failed)"")) | https://www.convoyroofingbc.com/: HTTPSConnectionP",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Maple-Ridge/Aaron-Philips-Roofing-Inc/102156990.html
Abacus Roofing,http://www.abacusroofing.info/,604-462-9009,Maple Ridge,"26518 100 Ave, Maple Ridge, BC, V2W 1S5, Canada",Coquitlam; Maple Ridge; Pitt Meadows; Port Coquitlam,No,"not reachable or parked: http://www.abacusroofing.info/: HTTPConnectionPool(host='www.abacusroofing.info', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.abacusroofing.info', port=80): Failed to resolve 'www.abacusroofing.info' ([Errno 11001] getaddrinfo failed)"")) | https://www.abacusroofing.info/: HTTPSConnectionPool(h",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Maple-Ridge/Abacus-Roofing/6734472.html
Above & Beyond Roofing,,604-465-3894,Maple Ridge,"20739 113 Ave, Maple Ridge, BC, V2X 1E8, Canada",Coquitlam; Maple Ridge; Pitt Meadows; Port Coquitlam,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Maple-Ridge/Above-Beyond-Roofing/6126428.html
Alpine Roofing Ltd,,604-313-8029,Maple Ridge,"Maple Ridge, BC, Canada",Coquitlam; Maple Ridge; Pitt Meadows; Port Coquitlam,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Maple-Ridge/Alpine-Roofing-Ltd/104613675.html
Apex Roof Repairs and Maintenance LTD,https://apexroofrepairs.com/,604-203-9079,Maple Ridge,"11737 236 Street, Maple Ridge, BC, V4R 2E5, Canada",Coquitlam; Maple Ridge; Pitt Meadows; Port Coquitlam,Yes,"roofing content, phone match, name match, city match, regional match",https://apexroofrepairs.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Maple-Ridge/Apex-Roof-Repairs-and-Maintenance-LTD/104224001.html
Ask a Pro Roofing,http://askaprorroltd.ca/,604-653-8764,Maple Ridge,"22530 123 Ave, Maple Ridge, BC, V2X 4E2, Canada",Delta; Langley; Maple Ridge; Surrey; White Rock,No,"not reachable or parked: http://askaprorroltd.ca/: HTTPConnectionPool(host='askaprorroltd.ca', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='askaprorroltd.ca', port=80): Failed to resolve 'askaprorroltd.ca' ([Errno 11001] getaddrinfo failed)"")) | https://askaprorroltd.ca/: HTTPSConnectionPool(host='askaprorroltd.ca', port=4",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Maple-Ridge/Ask-a-Pro-Roofing/102028514.html
Bakerview Roofing Ltd.,https://www.bakerviewroofing.ca/,778-222-6819,Maple Ridge,"24125 110 Avenue, Maple Ridge, BC, V2W 1J3, Canada",Vancouver,Yes,"roofing content, phone match, name match, city match, regional match",https://bakerviewroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Maple-Ridge/Bakerview-Roofing-Ltd/104586723.html
Bd&D Roofing And Disposal,,604-518-6286,Maple Ridge,"11291 Harrison St, Maple Ridge, BC, V2X 9P6, Canada",Coquitlam; Maple Ridge; Pitt Meadows; Port Coquitlam,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Maple-Ridge/Bd-D-Roofing-And-Disposal/104454965.html
Bh Metal Ltd. Metal Roofing Supplier,,778-251-3918,Maple Ridge,"23394 Fisherman Rd, Maple Ridge, BC, V2W 1B9, Canada",Coquitlam; Maple Ridge; Pitt Meadows; Port Coquitlam,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Maple-Ridge/Bh-Metal-Ltd-Metal-Roofing-Supplier/104541361.html
Bulldog Roofing & Repair,,604-618-4601,Maple Ridge,"11632 228 St, Maple Ridge, BC, V2X 6L6, Canada",Coquitlam; Maple Ridge; Pitt Meadows; Port Coquitlam,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Maple-Ridge/Bulldog-Roofing-Repair/100511202.html
C & S Roofing,,778-688-4152,Maple Ridge,"26150 124 Ave, Maple Ridge, BC, V2W 1C4, Canada",Coquitlam; Maple Ridge; Pitt Meadows; Port Coquitlam,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Maple-Ridge/C-S-Roofing/6033537.html
Cedar Ridge Roofing & Repair,http://cedarridgeroofing.ca/index.htm,778-384-4969,Maple Ridge,"12659 256th St, Maple Ridge, BC, V3C 1Y6, Canada",Coquitlam; Maple Ridge; Pitt Meadows; Port Coquitlam,No,"not reachable or parked: http://cedarridgeroofing.ca/index.htm: HTTPConnectionPool(host='cedarridgeroofing.ca', port=80): Max retries exceeded with url: /index.htm (Caused by NameResolutionError(""HTTPConnection(host='cedarridgeroofing.ca', port=80): Failed to resolve 'cedarridgeroofing.ca' ([Errno 11001] getaddrinfo failed)"")) | https://cedarridgeroofing.ca/index.htm: HTTP",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Maple-Ridge/Cedar-Ridge-Roofing-Repair/101403497.html
Elevate Roofing & Waterproofing Ltd.,http://www.ElevateRoof.com/,778-242-5421,Maple Ridge,"Maple Ridge, BC, V2X 3J8, Canada",Coquitlam; Maple Ridge; Pitt Meadows; Port Coquitlam,No,not reachable or parked: http://www.ElevateRoof.com/: status=200 len=114 parked=True | https://www.ElevateRoof.com/: status=200 len=114 parked=True | https://ElevateRoof.com/: status=200 len=114 parked=True | http://ElevateRoof.com/: status=200 len=114 parked=True,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Maple-Ridge/Elevate-Roofing-Waterproofing-Ltd/101548821.html
Excel Roofing & Solar,https://www.excelroofing.ca/,778-200-7591,Maple Ridge,"12835 Lilley Drive, Maple Ridge, BC, V2W 0G1, Canada",Coquitlam; Maple Ridge; Pitt Meadows; Port Coquitlam,Yes,"roofing content, name match, city match, regional match",https://www.excelroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Maple-Ridge/Excel-Roofing-Solar/104854860.html
